Player,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Vs_Dribbles_Tkl,Vs_Dribbles_Att,Vs_Dribbles_Tkl%,Vs_Dribbles_Past,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Jordi Osei-Tutu,1.3076923076923077,1.0,0.6153846153846154,0.3846153846153846,0.3076923076923077,0.5384615384615384,0.9230769230769232,19.23076923076923,0.3846153846153846,0.7692307692307693,0.3076923076923077,0.4615384615384615,0.3076923076923077,1.6153846153846154,0.4615384615384615,0.0
Simon Zoller,0.4878048780487805,0.2439024390243902,0.1707317073170731,0.2439024390243902,0.073170731707317,0.2195121951219512,0.4390243902439024,16.2609756097561,0.2195121951219512,0.3658536585365853,0.048780487804878,0.3170731707317073,0.3902439024390244,0.8780487804878049,0.5853658536585366,0.0
Philipp Förster,1.087719298245614,0.7017543859649122,0.3157894736842105,0.5789473684210527,0.1929824561403508,0.4035087719298245,1.1578947368421053,22.28070175438597,0.7543859649122807,0.7192982456140351,0.0350877192982456,0.6842105263157895,0.3508771929824561,1.4385964912280702,0.1403508771929824,0.0
Gerrit Holtmann,0.7701149425287356,0.4827586206896552,0.3793103448275862,0.2068965517241379,0.1839080459770115,0.4712643678160919,1.091954022988506,25.420689655172417,0.6206896551724138,0.9770114942528736,0.0919540229885057,0.8850574712643678,0.367816091954023,1.137931034482759,0.3103448275862069,0.0
Silvère Ganvoula M'Boussy,0.1111111111111111,0.1111111111111111,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0
Philipp Hofmann,0.2,0.2,0.0,0.0666666666666666,0.1333333333333333,0.0666666666666666,0.2666666666666666,6.666666666666667,0.2,0.4666666666666667,0.1333333333333333,0.3333333333333333,0.3333333333333333,0.5333333333333333,0.6666666666666666,0.0
Oliver Baumann,0.0,0.0,0.0,0.0,0.0,0.0,0.034090909090909,0.0,0.034090909090909,0.0056818181818181,0.0,0.0056818181818181,0.0454545454545454,0.0454545454545454,0.4659090909090909,0.0681818181818181
Kevin Vogt,0.8881578947368421,0.6052631578947368,0.6381578947368421,0.2368421052631578,0.0131578947368421,0.5,0.9605263157894736,29.715131578947368,0.4605263157894737,0.9276315789473684,0.506578947368421,0.4210526315789473,0.9078947368421052,1.7960526315789471,3.4342105263157894,0.0526315789473684
Kevin Akpoguma,1.7476635514018692,1.1869158878504673,1.0467289719626167,0.616822429906542,0.0841121495327102,0.8317757009345794,1.355140186915888,36.712149532710285,0.5233644859813084,1.3457943925233644,0.411214953271028,0.9345794392523364,0.9345794392523364,2.682242990654206,2.046728971962617,0.0934579439252336
Pavel Kadeřábek,1.0071942446043165,0.7122302158273381,0.4820143884892086,0.4100719424460431,0.1151079136690647,0.4244604316546763,0.9640287769784172,25.187769784172666,0.539568345323741,0.9136690647482014,0.2517985611510791,0.6618705035971223,0.9424460431654677,1.9496402877697845,1.669064748201439,0.0287769784172661
Robert Skov,0.9625,0.6125,0.625,0.2625,0.075,0.525,1.1375,29.2075,0.6125,0.625,0.175,0.45,0.5625,1.525,0.8375,0.025
Grischa Prömel,1.3658536585365857,0.902439024390244,0.5609756097560976,0.6707317073170732,0.1341463414634146,0.6585365853658537,1.4878048780487805,36.30121951219512,0.8292682926829268,0.7804878048780488,0.1219512195121951,0.6585365853658537,0.8048780487804879,2.1707317073170733,0.8536585365853658,0.0
Diadie Samassékou,1.9230769230769231,1.0897435897435896,0.6410256410256411,1.0384615384615383,0.2435897435897435,0.8589743589743589,2.1794871794871797,36.805128205128206,1.3205128205128205,1.1923076923076923,0.3974358974358974,0.7948717948717948,1.871794871794872,3.7948717948717943,1.3205128205128205,0.0128205128205128
Muhammed Damar,1.5,0.75,0.25,0.5,0.75,0.25,0.5,25.0,0.25,0.75,0.0,0.75,0.0,1.5,0.0,0.0
Christoph Baumgartner,1.1553398058252426,0.6893203883495146,0.4563106796116505,0.5339805825242718,0.1650485436893204,0.4077669902912621,1.3786407766990292,18.9,0.970873786407767,1.116504854368932,0.1359223300970873,0.9805825242718448,0.4951456310679611,1.6504854368932038,0.5728155339805825,0.0
Jacob Bruun Larsen,0.2926829268292683,0.1829268292682926,0.1585365853658536,0.0365853658536585,0.0975609756097561,0.1585365853658536,0.4146341463414634,12.195121951219512,0.2560975609756097,0.4268292682926829,0.048780487804878,0.3780487804878049,0.2804878048780488,0.573170731707317,0.2439024390243902,0.024390243902439
Sebastian Rudy,1.75,1.1691176470588236,0.625,0.8970588235294118,0.2279411764705882,0.7573529411764706,1.8676470588235292,29.046323529411765,1.1102941176470589,0.7794117647058824,0.1470588235294117,0.6323529411764706,0.6397058823529411,2.389705882352941,0.7426470588235294,0.0220588235294117
Andrej Kramarić,0.2356687898089172,0.1273885350318471,0.0764331210191082,0.0891719745222929,0.0700636942675159,0.1210191082802547,0.445859872611465,9.819108280254776,0.3248407643312102,0.3885350318471338,0.0318471337579617,0.3566878980891719,0.2165605095541401,0.4522292993630573,0.267515923566879,0.0127388535031847
Yann Sommer,0.0232558139534883,0.0174418604651162,0.0232558139534883,0.0,0.0,0.0232558139534883,0.0406976744186046,2.3255813953488373,0.0174418604651162,0.005813953488372,0.0,0.005813953488372,0.0581395348837209,0.0813953488372093,0.313953488372093,0.1104651162790697
Stefan Lainer,1.5056179775280898,0.8764044943820225,0.7191011235955056,0.550561797752809,0.2359550561797752,0.7191011235955056,1.6179775280898876,33.332584269662924,0.898876404494382,1.0786516853932584,0.1910112359550561,0.8876404494382022,0.8764044943820225,2.3820224719101124,2.134831460674157,0.0112359550561797
Joe Scally,1.3555555555555556,0.9777777777777776,0.8222222222222222,0.4222222222222222,0.1111111111111111,0.7333333333333333,1.3555555555555556,38.77777777777778,0.6222222222222222,0.8666666666666667,0.2,0.6666666666666666,0.5777777777777777,1.9333333333333331,1.6444444444444444,0.0
Ko Itakura,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0,0.0,0.1666666666666666,0.8333333333333334,8.333333333333334,0.6666666666666666,1.8333333333333333,1.0,0.8333333333333334,1.5,1.8333333333333333,4.0,0.0
Nico Elvedi,1.6,0.987878787878788,1.1393939393939394,0.4303030303030303,0.0303030303030303,0.8545454545454545,1.3151515151515152,47.27272727272727,0.4606060606060606,1.103030303030303,0.509090909090909,0.593939393939394,1.6545454545454543,3.2545454545454544,3.703030303030303,0.0666666666666666
Christoph Kramer,2.220472440944882,1.4645669291338583,1.015748031496063,0.984251968503937,0.2204724409448819,1.015748031496063,2.220472440944882,35.011811023622045,1.204724409448819,1.0393700787401574,0.2125984251968504,0.8267716535433071,1.0078740157480317,3.228346456692913,1.15748031496063,0.0078740157480314
Florian Neuhaus,1.3153846153846154,0.7230769230769231,0.5153846153846153,0.6461538461538462,0.1538461538461538,0.5384615384615384,1.7307692307692308,22.65153846153846,1.1923076923076923,0.9615384615384616,0.1538461538461538,0.8076923076923077,0.946153846153846,2.261538461538461,0.6,0.0384615384615384
Patrick Herrmann,0.7372262773722628,0.437956204379562,0.2700729927007299,0.291970802919708,0.1751824817518248,0.291970802919708,0.7372262773722628,17.345985401459856,0.4452554744525547,0.4963503649635036,0.0583941605839416,0.437956204379562,0.3722627737226277,1.1094890510948905,0.4014598540145985,0.0
Jonas Hofmann,1.2463768115942029,0.7898550724637681,0.5144927536231884,0.5507246376811594,0.181159420289855,0.5434782608695652,1.8333333333333333,21.236231884057972,1.289855072463768,1.0072463768115942,0.0942028985507246,0.9130434782608696,0.6666666666666666,1.9130434782608696,0.5289855072463768,0.0072463768115942
Oliver Christensen,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0666666666666666,0.7333333333333333,0.0666666666666666
Filip Uremović,1.2857142857142858,0.5714285714285714,1.0,0.2857142857142857,0.0,0.7142857142857143,0.7142857142857143,57.142857142857146,0.0,0.8571428571428571,0.7142857142857143,0.1428571428571428,2.142857142857143,3.4285714285714284,4.428571428571429,0.2857142857142857
Marc-Oliver Kempf,1.349056603773585,0.8301886792452831,0.9056603773584906,0.3867924528301887,0.0566037735849056,0.6226415094339622,1.1320754716981132,34.48207547169811,0.5094339622641509,1.30188679245283,0.8867924528301887,0.4150943396226415,1.8773584905660377,3.2264150943396226,4.056603773584905,0.0471698113207547
Marvin Plattenhardt,1.352459016393443,0.9262295081967212,0.8442622950819673,0.4016393442622951,0.1065573770491803,0.8032786885245902,1.2377049180327868,39.467213114754095,0.4344262295081967,0.8032786885245902,0.2049180327868852,0.5983606557377049,0.5737704918032787,1.9262295081967211,2.401639344262295,0.0081967213114754
Chidera Ejuke,0.2666666666666666,0.2,0.0666666666666666,0.2,0.0,0.0666666666666666,0.2,6.666666666666667,0.1333333333333333,0.2,0.0,0.2,0.1333333333333333,0.4,0.0,0.0
Vladimír Darida,1.4298245614035088,0.8596491228070176,0.4736842105263157,0.7543859649122807,0.2017543859649122,0.4035087719298245,1.2280701754385963,21.78333333333333,0.8245614035087719,1.1228070175438596,0.1403508771929824,0.9824561403508772,0.9298245614035088,2.3596491228070176,0.7192982456140351,0.0350877192982456
Ivan Šunjić,2.3076923076923075,1.1538461538461535,1.0,1.2307692307692308,0.0769230769230769,0.9230769230769232,1.5384615384615383,33.33846153846154,0.6153846153846154,1.0,0.3076923076923077,0.6923076923076923,0.8461538461538461,3.1538461538461537,1.3846153846153846,0.0769230769230769
Suat Serdar,2.25,1.3928571428571428,0.7642857142857142,1.1714285714285717,0.3142857142857143,0.7928571428571428,2.157142857142857,29.542142857142853,1.3642857142857143,1.4285714285714286,0.2214285714285714,1.207142857142857,0.8857142857142857,3.1357142857142857,0.5571428571428572,0.0142857142857142
Davie Selke,0.2432432432432432,0.1486486486486486,0.054054054054054,0.1148648648648648,0.0743243243243243,0.0743243243243243,0.25,5.743243243243243,0.1756756756756756,0.3851351351351351,0.0675675675675675,0.3175675675675675,0.0472972972972973,0.2905405405405405,0.4256756756756756,0.0067567567567567
Frederik Rønnow,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.025,0.025,0.425,0.025
Paul Jaeckel,1.8157894736842104,1.131578947368421,0.9736842105263158,0.8421052631578947,0.0,1.0789473684210529,1.973684210526316,44.99736842105263,0.8947368421052632,1.2105263157894737,0.3684210526315789,0.8421052631578947,1.868421052631579,3.684210526315789,3.131578947368421,0.0263157894736842
Robin Knoche,1.286624203821656,0.7579617834394905,0.961783439490446,0.2993630573248407,0.0254777070063694,0.7515923566878981,1.2929936305732483,41.58216560509554,0.5414012738853503,1.2993630573248407,0.7961783439490446,0.5031847133757962,1.3121019108280254,2.5987261146496814,4.019108280254777,0.0445859872611464
Diogo Leite,1.6153846153846154,1.0,1.0,0.6153846153846154,0.0,1.0,1.1538461538461535,71.15384615384616,0.1538461538461538,0.8461538461538461,0.5384615384615384,0.3076923076923077,1.0769230769230769,2.6923076923076925,3.076923076923077,0.0
Christopher Trimmel,1.881188118811881,1.0495049504950495,0.99009900990099,0.7524752475247525,0.1386138613861386,0.9801980198019802,1.693069306930693,45.20099009900989,0.7128712871287128,0.9306930693069309,0.2079207920792079,0.7227722772277227,1.495049504950495,3.376237623762376,2.8217821782178216,0.0099009900990099
Niko Gießelmann,1.355140186915888,0.8878504672897196,0.8411214953271028,0.3925233644859813,0.1214953271028037,0.6822429906542056,1.5420560747663552,35.61401869158878,0.8598130841121495,0.8785046728971962,0.1869158878504672,0.6915887850467289,0.8598130841121495,2.2149532710280373,1.8317757009345796,0.0373831775700934
Julian Ryerson,1.0632911392405062,0.6582278481012658,0.430379746835443,0.4683544303797468,0.1645569620253164,0.5949367088607594,0.8734177215189873,33.45949367088608,0.2784810126582278,0.569620253164557,0.1265822784810126,0.4430379746835443,0.5569620253164557,1.620253164556962,0.9746835443037974,0.0
Miloš Pantović,0.6111111111111112,0.3055555555555556,0.3055555555555556,0.1944444444444444,0.1111111111111111,0.25,0.8055555555555556,16.666666666666668,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.6666666666666666,0.5,1.1111111111111112,0.5,0.0
Genki Haraguchi,1.3013698630136987,0.7808219178082192,0.4931506849315068,0.7123287671232876,0.0958904109589041,0.5068493150684932,1.726027397260274,24.38219178082192,1.2191780821917808,0.9315068493150684,0.1232876712328767,0.8082191780821918,0.7123287671232876,2.0136986301369864,0.7671232876712328,0.0
Rani Khedira,1.9090909090909087,1.121212121212121,0.703030303030303,1.006060606060606,0.2,0.7575757575757576,1.4545454545454546,35.738181818181815,0.696969696969697,1.1090909090909091,0.4303030303030303,0.6787878787878788,1.593939393939394,3.503030303030303,2.0727272727272728,0.0121212121212121
András Schäfer,1.2105263157894737,0.4736842105263157,0.5263157894736842,0.631578947368421,0.0526315789473684,0.3157894736842105,0.8947368421052632,21.05263157894737,0.5789473684210527,0.8421052631578947,0.1052631578947368,0.7368421052631579,0.3157894736842105,1.5263157894736843,0.7894736842105263,0.0
Janik Haberer,1.3669064748201438,0.9496402877697842,0.5611510791366906,0.6258992805755396,0.1798561151079136,0.5827338129496403,1.6330935251798562,26.658273381294965,1.0503597122302155,0.920863309352518,0.1007194244604316,0.8201438848920863,0.8489208633093526,2.2158273381294964,1.0359712230215827,0.0
Jamie Leweling,0.4102564102564102,0.282051282051282,0.1282051282051282,0.2051282051282051,0.0769230769230769,0.1282051282051282,0.4615384615384615,10.256410256410255,0.3333333333333333,0.2564102564102564,0.0,0.2564102564102564,0.358974358974359,0.7692307692307693,0.1282051282051282,0.0
Sheraldo Becker,0.2567567567567567,0.1621621621621621,0.0945945945945946,0.1081081081081081,0.054054054054054,0.1351351351351351,0.3648648648648648,10.81081081081081,0.2297297297297297,0.2702702702702703,0.0,0.2702702702702703,0.1081081081081081,0.3648648648648648,0.1891891891891892,0.0
Kevin Behrens,0.1538461538461538,0.1025641025641025,0.0769230769230769,0.0256410256410256,0.0512820512820512,0.0256410256410256,0.1794871794871795,2.5641025641025643,0.1538461538461538,0.2564102564102564,0.0256410256410256,0.2307692307692307,0.1282051282051282,0.282051282051282,0.3846153846153846,0.0
Mark Flekken,0.0,0.0,0.0,0.0,0.0,0.0,0.0655737704918032,0.0,0.0655737704918032,0.0163934426229508,0.0,0.0163934426229508,0.0327868852459016,0.0327868852459016,0.2622950819672131,0.0983606557377049
Hugo Siquet,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,66.66666666666667,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
Kiliann Sildillia,1.0,0.5238095238095238,0.2857142857142857,0.6190476190476191,0.0952380952380952,0.4761904761904761,0.7142857142857143,26.19047619047619,0.238095238095238,0.6190476190476191,0.1904761904761904,0.4285714285714285,0.7619047619047619,1.761904761904762,1.1904761904761905,0.0952380952380952
Matthias Ginter,1.106508875739645,0.7041420118343196,0.6390532544378699,0.4201183431952662,0.0473372781065088,0.6804733727810651,1.0650887573964498,36.54319526627219,0.3846153846153846,1.0769230769230769,0.6568047337278107,0.4201183431952662,1.1597633136094674,2.266272189349112,3.497041420118343,0.0355029585798816
Philipp Lienhart,0.6796875,0.4375,0.4765625,0.1796875,0.0234375,0.328125,0.703125,25.259375,0.375,0.9765625,0.640625,0.3359375,1.2421875,1.921875,3.890625,0.0078125
Christian Günter,1.2021857923497268,0.7759562841530054,0.6557377049180327,0.4262295081967213,0.1202185792349726,0.5956284153005464,1.3770491803278688,30.509289617486345,0.7814207650273224,0.9289617486338798,0.2513661202185792,0.6775956284153005,0.5519125683060109,1.7540983606557377,1.469945355191257,0.0109289617486338
Maximilian Eggestein,1.7457627118644068,1.1242937853107344,0.7344632768361582,0.8587570621468926,0.1525423728813559,0.7175141242937854,1.5141242937853108,39.11412429378531,0.7966101694915254,1.1807909604519775,0.2485875706214689,0.9322033898305084,1.0903954802259888,2.8361581920903958,1.423728813559322,0.0056497175141242
Nicolas Höfler,2.124183006535948,1.1830065359477124,0.9084967320261438,1.0326797385620916,0.1830065359477124,0.869281045751634,1.954248366013072,35.000653594771244,1.0849673202614378,1.477124183006536,0.457516339869281,1.0196078431372548,1.8235294117647056,3.947712418300654,1.6601307189542485,0.0457516339869281
Daniel Kyereh,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.0,0.2222222222222222,0.5555555555555556,16.666666666666668,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5555555555555556,0.4444444444444444,0.0
Roland Sallai,0.7448979591836735,0.5204081632653061,0.2551020408163265,0.3775510204081632,0.1122448979591836,0.2653061224489796,0.7653061224489796,15.64591836734694,0.5,0.4285714285714285,0.0306122448979591,0.3979591836734694,0.336734693877551,1.0816326530612246,0.336734693877551,0.0
Jeong Woo-yeong,0.4027777777777778,0.2222222222222222,0.125,0.2083333333333333,0.0694444444444444,0.125,0.4166666666666667,9.02777777777778,0.2916666666666667,0.2777777777777778,0.0277777777777777,0.25,0.2638888888888889,0.6666666666666666,0.375,0.0
Ritsu Doan,1.7551020408163265,0.9591836734693876,0.6326530612244898,0.7142857142857143,0.4081632653061224,0.7142857142857143,1.6938775510204085,28.575510204081635,0.979591836734694,1.2653061224489797,0.0204081632653061,1.2448979591836735,0.7959183673469388,2.5510204081632653,0.3265306122448979,0.0
Noah Weißhaupt,0.2777777777777778,0.1111111111111111,0.1111111111111111,0.1666666666666666,0.0,0.1111111111111111,0.2777777777777778,8.333333333333334,0.1666666666666666,0.2222222222222222,0.0,0.2222222222222222,0.1666666666666666,0.4444444444444444,0.2222222222222222,0.0555555555555555
Vincenzo Grifo,0.7278911564625851,0.3877551020408163,0.2857142857142857,0.2789115646258503,0.1632653061224489,0.3333333333333333,0.9183673469387756,19.398639455782316,0.5850340136054422,0.4149659863945578,0.0408163265306122,0.3741496598639456,0.4829931972789115,1.2108843537414966,0.6190476190476191,0.0136054421768707
Nils Petersen,0.6089743589743589,0.4230769230769231,0.1794871794871795,0.3397435897435897,0.0897435897435897,0.1858974358974359,0.7371794871794872,13.942307692307692,0.5512820512820513,0.8141025641025641,0.0833333333333333,0.7307692307692307,0.3333333333333333,0.9423076923076924,1.185897435897436,0.0
Michael Gregoritsch,0.7364864864864865,0.4797297297297297,0.2162162162162162,0.3581081081081081,0.1621621621621621,0.1486486486486486,0.6824324324324325,9.68445945945946,0.5337837837837838,0.668918918918919,0.1148648648648648,0.5540540540540541,0.2905405405405405,1.027027027027027,1.25,0.0
Rafał Gikiewicz,0.0350877192982456,0.0087719298245614,0.0350877192982456,0.0,0.0,0.0350877192982456,0.131578947368421,3.508771929824561,0.0964912280701754,0.0,0.0,0.0,0.0701754385964912,0.1052631578947368,0.4649122807017544,0.0964912280701754
Maximilian Bauer,1.1,0.625,0.725,0.35,0.025,0.525,1.15,29.165,0.625,0.875,0.425,0.45,1.2,2.3,3.6,0.0
Jeffrey Gouweleeuw,1.601351351351351,1.0337837837837838,1.0067567567567568,0.5337837837837838,0.0608108108108108,0.777027027027027,1.2972972972972974,40.192567567567565,0.5202702702702703,1.222972972972973,0.5675675675675675,0.6554054054054054,1.9594594594594597,3.560810810810811,4.20945945945946,0.027027027027027
Ohis Felix Uduokhai,1.4,0.8761904761904762,0.8857142857142857,0.4285714285714285,0.0857142857142857,0.6952380952380952,1.0285714285714285,36.54666666666667,0.3333333333333333,1.3047619047619048,0.7714285714285715,0.5333333333333333,1.4,2.8,4.057142857142857,0.1047619047619047
Carlos Gruezo,1.855072463768116,0.9710144927536232,0.782608695652174,0.9565217391304348,0.1159420289855072,0.6086956521739131,1.6376811594202898,26.621739130434783,1.0289855072463767,0.8840579710144928,0.1594202898550724,0.7246376811594203,0.8695652173913043,2.7246376811594204,0.927536231884058,0.0144927536231884
Arne Maier,0.991150442477876,0.6548672566371682,0.3982300884955752,0.5132743362831859,0.079646017699115,0.3539823008849557,0.9026548672566372,17.994690265486728,0.5486725663716814,0.7964601769911505,0.1415929203539823,0.6548672566371682,0.7433628318584071,1.7345132743362832,0.7433628318584071,0.0176991150442477
Ricardo Pepi,0.3333333333333333,0.2,0.1333333333333333,0.2,0.0,0.1333333333333333,0.6,10.0,0.4666666666666667,0.5333333333333333,0.0,0.5333333333333333,0.2,0.5333333333333333,0.6,0.0
Elvis Rexhbeçaj,1.452991452991453,0.8632478632478633,0.5299145299145299,0.6752136752136753,0.2478632478632478,0.5811965811965812,1.3846153846153846,30.185470085470087,0.8034188034188035,1.0085470085470083,0.1794871794871795,0.8290598290598291,0.6752136752136753,2.128205128205128,0.6837606837606838,0.0
Mads Pedersen,1.2758620689655171,0.8275862068965517,0.7241379310344828,0.396551724137931,0.1551724137931034,0.5,1.0862068965517242,24.424137931034487,0.5862068965517241,0.7758620689655172,0.2068965517241379,0.5689655172413793,0.7413793103448276,2.0172413793103448,1.4310344827586208,0.0
Daniel Caligiuri,2.3006134969325154,1.4478527607361964,1.049079754601227,0.9631901840490796,0.2883435582822086,1.1042944785276074,2.705521472392638,38.12515337423313,1.6012269938650308,1.687116564417178,0.2024539877300613,1.4846625766871169,1.2331288343558282,3.533742331288344,1.5828220858895703,0.0061349693251533
Robert Gumny,1.3492063492063493,0.8253968253968254,0.6507936507936508,0.5396825396825397,0.1587301587301587,0.6825396825396826,1.1904761904761905,33.30634920634921,0.5079365079365079,0.6349206349206349,0.1587301587301587,0.4761904761904761,0.9047619047619048,2.253968253968254,1.9365079365079363,0.0476190476190476
Iago,1.826086956521739,1.115942028985507,1.0579710144927537,0.6086956521739131,0.1594202898550724,0.6811594202898551,1.391304347826087,34.70434782608695,0.7101449275362319,0.855072463768116,0.217391304347826,0.6376811594202898,1.0434782608695652,2.869565217391304,2.63768115942029,0.0
Fredrik Jensen,0.4615384615384615,0.3461538461538461,0.2115384615384615,0.173076923076923,0.0769230769230769,0.2692307692307692,0.5576923076923077,21.153846153846157,0.2884615384615384,0.5769230769230769,0.1538461538461538,0.4230769230769231,0.1923076923076923,0.6538461538461539,0.4807692307692308,0.0
André Hahn,1.3955223880597014,0.8432835820895522,0.5298507462686567,0.6567164179104478,0.208955223880597,0.5223880597014925,1.5746268656716418,23.18134328358209,1.0522388059701493,1.2164179104477613,0.1417910447761194,1.0746268656716418,0.6194029850746269,2.014925373134328,1.1417910447761197,0.0
Florian Niederlechner,0.437037037037037,0.2888888888888888,0.1185185185185185,0.2148148148148148,0.1037037037037037,0.1037037037037037,0.4518518518518518,8.765185185185185,0.3481481481481481,0.5259259259259259,0.1111111111111111,0.4148148148148148,0.237037037037037,0.674074074074074,0.6518518518518519,0.0
Jiří Pavlenka,0.0466666666666666,0.0066666666666666,0.0466666666666666,0.0,0.0,0.04,0.0866666666666666,4.0,0.0466666666666666,0.0266666666666666,0.0,0.0266666666666666,0.0733333333333333,0.12,0.4533333333333333,0.08
Amos Pieper,1.971830985915493,1.0704225352112675,1.2816901408450705,0.6338028169014085,0.056338028169014,0.8732394366197183,1.3943661971830985,47.46619718309859,0.5211267605633803,1.4225352112676055,0.9295774647887324,0.4929577464788732,1.8732394366197185,3.845070422535212,4.915492957746479,0.056338028169014
Miloš Veljković,1.5803571428571428,1.0089285714285714,1.0982142857142858,0.4375,0.0446428571428571,1.0,1.7053571428571428,44.82142857142857,0.7053571428571429,1.0714285714285714,0.4821428571428571,0.5892857142857143,1.1875,2.767857142857143,4.294642857142857,0.0267857142857142
Marco Friedl,1.6777777777777778,1.1222222222222222,1.0666666666666669,0.5222222222222223,0.0888888888888888,0.9111111111111112,1.7666666666666666,39.394444444444446,0.8555555555555555,1.2,0.4444444444444444,0.7555555555555555,1.6222222222222222,3.3,3.111111111111111,0.0333333333333333
Felix Agu,1.1666666666666667,0.5,0.5555555555555556,0.5555555555555556,0.0555555555555555,0.5555555555555556,1.0,26.11111111111111,0.4444444444444444,0.8333333333333334,0.2222222222222222,0.6111111111111112,0.6666666666666666,1.8333333333333333,1.0,0.0
Mitchell Weiser,2.217391304347826,1.4891304347826086,0.9891304347826086,0.9565217391304348,0.2717391304347826,0.8695652173913043,1.684782608695652,38.00652173913044,0.8152173913043478,1.141304347826087,0.0869565217391304,1.0543478260869563,1.2282608695652173,3.4456521739130435,1.4021739130434785,0.0217391304347826
Lee Buchanan,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.4444444444444444,0.0,0.4444444444444444,0.5555555555555556,29.633333333333333,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.7777777777777778,1.4444444444444444,1.1111111111111112,0.0
Anthony Jung,1.6666666666666667,1.1333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.2,1.6666666666666667,50.0,0.4666666666666667,0.6666666666666666,0.1333333333333333,0.5333333333333333,0.5333333333333333,2.2,1.9333333333333331,0.0
Nicolai Rapp,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.0,0.0,0.0,0.4285714285714285,0.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.4285714285714285,0.1428571428571428,0.0
Leonardo Bittencourt,1.944954128440367,1.2660550458715596,0.6880733944954128,0.9174311926605504,0.3394495412844037,0.5229357798165137,1.7155963302752293,21.708256880733945,1.1926605504587156,0.9174311926605504,0.055045871559633,0.8623853211009175,0.5688073394495413,2.5137614678899083,0.3944954128440367,0.0091743119266055
Christian Groß,1.84,1.16,0.8,0.94,0.1,0.74,1.6,37.486,0.86,0.74,0.24,0.5,1.0,2.84,2.06,0.02
Jens Stage,0.8571428571428571,0.3571428571428571,0.4285714285714285,0.4285714285714285,0.0,0.0714285714285714,0.5,3.571428571428572,0.4285714285714285,0.7857142857142857,0.2857142857142857,0.5,0.7857142857142857,1.6428571428571428,0.7857142857142857,0.0
Niclas Füllkrug,0.3370786516853932,0.1910112359550561,0.0786516853932584,0.1685393258426966,0.0898876404494382,0.1573033707865168,0.5056179775280899,12.359550561797754,0.348314606741573,0.5955056179775281,0.1685393258426966,0.4269662921348314,0.1685393258426966,0.5056179775280899,0.9325842696629212,0.0
Marvin Ducksch,0.2580645161290322,0.0967741935483871,0.032258064516129,0.1612903225806451,0.064516129032258,0.0967741935483871,0.4516129032258064,6.451612903225806,0.3548387096774194,0.2903225806451613,0.0,0.2903225806451613,0.2903225806451613,0.5483870967741935,1.0,0.0
Koen Casteels,0.0186335403726708,0.0062111801242236,0.0186335403726708,0.0,0.0,0.0186335403726708,0.0372670807453416,1.5527950310559009,0.0186335403726708,0.0124223602484472,0.0,0.0124223602484472,0.0248447204968944,0.0434782608695652,0.3664596273291925,0.0434782608695652
Max Kruse,0.4661016949152542,0.211864406779661,0.0847457627118644,0.3050847457627119,0.0762711864406779,0.1694915254237288,0.8305084745762712,10.310169491525423,0.6610169491525424,0.4406779661016949,0.0169491525423728,0.423728813559322,0.2372881355932203,0.7033898305084746,0.1694915254237288,0.0254237288135593
Ridle Baku,1.6870229007633588,0.9465648854961832,0.7862595419847328,0.6564885496183206,0.2442748091603053,0.7251908396946565,1.6412213740458017,32.26106870229008,0.916030534351145,1.4045801526717556,0.1374045801526717,1.267175572519084,0.9847328244274808,2.6717557251908395,1.4427480916030535,0.015267175572519
Sebastiaan Bornauw,1.1348314606741574,0.7415730337078652,0.8539325842696629,0.247191011235955,0.0337078651685393,0.5955056179775281,1.0786516853932584,34.737078651685394,0.4831460674157303,1.1797752808988764,0.5842696629213483,0.5955056179775281,1.5168539325842696,2.651685393258427,3.707865168539326,0.0112359550561797
